,Year Mnth Day Hr,prcp(mm/day)
7144,1999 07 24 12,10.67
7145,1999 07 25 12,17.62
7146,1999 07 26 12,4.36
7147,1999 07 27 12,10.85
7148,1999 07 28 12,1.36
7149,1999 07 29 12,2.43
7150,1999 07 30 12,0.0
7151,1999 07 31 12,0.0
7152,1999 08 01 12,0.0
7153,1999 08 02 12,1.37
7154,1999 08 03 12,1.73
7155,1999 08 04 12,0.0
7156,1999 08 05 12,0.0
7157,1999 08 06 12,0.0
7158,1999 08 07 12,0.0
7159,1999 08 08 12,1.48
7160,1999 08 09 12,0.2
7161,1999 08 10 12,16.95
7162,1999 08 11 12,0.0
7163,1999 08 12 12,0.0
7164,1999 08 13 12,0.0
7165,1999 08 14 12,0.0
7166,1999 08 15 12,0.0
7167,1999 08 16 12,0.0
7168,1999 08 17 12,0.0
7169,1999 08 18 12,0.0
7170,1999 08 19 12,0.0
7171,1999 08 20 12,0.0
7172,1999 08 21 12,10.15
7173,1999 08 22 12,6.31
7174,1999 08 23 12,0.0
7175,1999 08 24 12,0.0
7176,1999 08 25 12,6.45
7177,1999 08 26 12,0.0
7178,1999 08 27 12,0.0
7179,1999 08 28 12,0.0
7180,1999 08 29 12,0.0
7181,1999 08 30 12,0.0
7182,1999 08 31 12,0.06
7183,1999 09 01 12,6.19
7184,1999 09 02 12,2.77
7185,1999 09 03 12,4.42
7186,1999 09 04 12,13.81
7187,1999 09 05 12,9.57
7188,1999 09 06 12,8.94
7189,1999 09 07 12,11.34
7190,1999 09 08 12,11.53
7191,1999 09 09 12,15.92
7192,1999 09 10 12,0.0
7193,1999 09 11 12,0.0
7194,1999 09 12 12,0.0
7195,1999 09 13 12,0.0
7196,1999 09 14 12,0.23
7197,1999 09 15 12,0.0
7198,1999 09 16 12,0.0
7199,1999 09 17 12,0.0
7200,1999 09 18 12,0.0
7201,1999 09 19 12,0.0
7202,1999 09 20 12,0.0
7203,1999 09 21 12,0.0
7204,1999 09 22 12,0.0
7205,1999 09 23 12,0.0
7206,1999 09 24 12,0.0
7207,1999 09 25 12,0.0
7208,1999 09 26 12,3.18
7209,1999 09 27 12,0.0
7210,1999 09 28 12,0.0
7211,1999 09 29 12,11.38
7212,1999 09 30 12,12.22
7213,1999 10 01 12,0.0
7214,1999 10 02 12,0.0
7215,1999 10 03 12,0.0
7216,1999 10 04 12,4.34
7217,1999 10 05 12,0.0
7218,1999 10 06 12,0.0
7219,1999 10 07 12,0.0
7220,1999 10 08 12,40.65
7221,1999 10 09 12,97.7
7222,1999 10 10 12,27.24
7223,1999 10 11 12,0.0
7224,1999 10 12 12,0.0
7225,1999 10 13 12,0.0
7226,1999 10 14 12,0.0
7227,1999 10 15 12,0.0
7228,1999 10 16 12,0.0
7229,1999 10 17 12,0.0
7230,1999 10 18 12,0.0
7231,1999 10 19 12,0.0
7232,1999 10 20 12,0.0
7233,1999 10 21 12,0.0
7234,1999 10 22 12,0.0
7235,1999 10 23 12,0.0
7236,1999 10 24 12,0.0
7237,1999 10 25 12,0.0
7238,1999 10 26 12,0.0
7239,1999 10 27 12,0.0
7240,1999 10 28 12,0.0
7241,1999 10 29 12,0.0
7242,1999 10 30 12,9.17
7243,1999 10 31 12,24.91
7244,1999 11 01 12,17.99
7245,1999 11 02 12,0.0
7246,1999 11 03 12,0.0
7247,1999 11 04 12,0.0
7248,1999 11 05 12,0.0
7249,1999 11 06 12,0.0
7250,1999 11 07 12,0.0
7251,1999 11 08 12,0.0
7252,1999 11 09 12,0.0
7253,1999 11 10 12,0.0
7254,1999 11 11 12,0.0
7255,1999 11 12 12,0.0
7256,1999 11 13 12,0.0
7257,1999 11 14 12,0.0
7258,1999 11 15 12,0.0
7259,1999 11 16 12,0.0
7260,1999 11 17 12,0.0
7261,1999 11 18 12,0.0
7262,1999 11 19 12,0.0
7263,1999 11 20 12,4.15
7264,1999 11 21 12,0.0
7265,1999 11 22 12,2.06
7266,1999 11 23 12,0.0
7267,1999 11 24 12,0.0
7268,1999 11 25 12,4.27
7269,1999 11 26 12,6.28
7270,1999 11 27 12,0.0
7271,1999 11 28 12,0.0
7272,1999 11 29 12,0.0
7273,1999 11 30 12,0.0
7274,1999 12 01 12,0.0
7275,1999 12 02 12,0.0
7276,1999 12 03 12,0.0
7277,1999 12 04 12,6.3
7278,1999 12 05 12,4.37
7279,1999 12 06 12,0.0
7280,1999 12 07 12,0.0
7281,1999 12 08 12,0.0
7282,1999 12 09 12,0.0
7283,1999 12 10 12,1.31
7284,1999 12 11 12,0.0
7285,1999 12 12 12,0.0
7286,1999 12 13 12,26.47
7287,1999 12 14 12,0.0
7288,1999 12 15 12,0.0
7289,1999 12 16 12,0.0
7290,1999 12 17 12,0.0
7291,1999 12 18 12,31.35
7292,1999 12 19 12,52.68
7293,1999 12 20 12,0.0
7294,1999 12 21 12,40.61
7295,1999 12 22 12,0.0
7296,1999 12 23 12,0.0
7297,1999 12 24 12,0.0
7298,1999 12 25 12,0.0
7299,1999 12 26 12,0.0
7300,1999 12 27 12,0.0
7301,1999 12 28 12,0.0
7302,1999 12 29 12,0.0
7303,1999 12 30 12,0.0
7304,1999 12 31 12,0.0
7305,2000 01 01 12,0.0
7306,2000 01 02 12,0.0
7307,2000 01 03 12,0.0
7308,2000 01 04 12,39.84
7309,2000 01 05 12,0.0
7310,2000 01 06 12,0.0
7311,2000 01 07 12,0.0
7312,2000 01 08 12,0.0
7313,2000 01 09 12,4.51
7314,2000 01 10 12,19.9
7315,2000 01 11 12,0.0
7316,2000 01 12 12,0.0
7317,2000 01 13 12,0.38
7318,2000 01 14 12,0.0
7319,2000 01 15 12,0.0
7320,2000 01 16 12,0.0
7321,2000 01 17 12,0.0
7322,2000 01 18 12,0.0
7323,2000 01 19 12,0.0
7324,2000 01 20 12,0.0
7325,2000 01 21 12,0.0
7326,2000 01 22 12,0.0
7327,2000 01 23 12,11.45
7328,2000 01 24 12,9.22
7329,2000 01 25 12,0.0
7330,2000 01 26 12,0.0
7331,2000 01 27 12,0.0
7332,2000 01 28 12,10.72
7333,2000 01 29 12,2.0
7334,2000 01 30 12,0.37
7335,2000 01 31 12,0.0
7336,2000 02 01 12,0.0
7337,2000 02 02 12,0.0
7338,2000 02 03 12,0.0
7339,2000 02 04 12,0.0
7340,2000 02 05 12,0.0
7341,2000 02 06 12,0.0
7342,2000 02 07 12,0.0
7343,2000 02 08 12,2.29
7344,2000 02 09 12,0.0
7345,2000 02 10 12,0.0
7346,2000 02 11 12,0.0
7347,2000 02 12 12,0.0
7348,2000 02 13 12,0.0
7349,2000 02 14 12,0.0
7350,2000 02 15 12,0.0
7351,2000 02 16 12,0.0
7352,2000 02 17 12,0.0
7353,2000 02 18 12,0.0
7354,2000 02 19 12,0.0
7355,2000 02 20 12,0.0
7356,2000 02 21 12,0.0
7357,2000 02 22 12,0.0
7358,2000 02 23 12,0.0
7359,2000 02 24 12,0.0
7360,2000 02 25 12,0.0
7361,2000 02 26 12,0.0
7362,2000 02 27 12,20.99
7363,2000 02 28 12,0.0
7364,2000 02 29 12,0.0
7365,2000 03 01 12,0.0
7366,2000 03 02 12,0.0
7367,2000 03 03 12,0.0
7368,2000 03 04 12,0.6
7369,2000 03 05 12,0.0
7370,2000 03 06 12,0.0
7371,2000 03 07 12,0.0
7372,2000 03 08 12,0.0
7373,2000 03 09 12,0.0
7374,2000 03 10 12,0.0
7375,2000 03 11 12,15.6
7376,2000 03 12 12,0.0
7377,2000 03 13 12,0.0
7378,2000 03 14 12,0.0
7379,2000 03 15 12,8.26
7380,2000 03 16 12,15.31
7381,2000 03 17 12,0.77
7382,2000 03 18 12,0.0
7383,2000 03 19 12,25.39
7384,2000 03 20 12,5.64
7385,2000 03 21 12,0.0
7386,2000 03 22 12,0.0
7387,2000 03 23 12,0.0
7388,2000 03 24 12,0.0
7389,2000 03 25 12,0.0
7390,2000 03 26 12,0.0
7391,2000 03 27 12,15.94
7392,2000 03 28 12,0.0
7393,2000 03 29 12,0.0
7394,2000 03 30 12,0.0
7395,2000 03 31 12,0.0
7396,2000 04 01 12,0.0
7397,2000 04 02 12,0.65
7398,2000 04 03 12,0.0
7399,2000 04 04 12,14.52
7400,2000 04 05 12,0.0
7401,2000 04 06 12,0.0
7402,2000 04 07 12,0.0
7403,2000 04 08 12,0.49
7404,2000 04 09 12,0.0
7405,2000 04 10 12,0.0
7406,2000 04 11 12,0.0
7407,2000 04 12 12,0.0
7408,2000 04 13 12,23.5
7409,2000 04 14 12,0.0
7410,2000 04 15 12,0.0
7411,2000 04 16 12,0.0
7412,2000 04 17 12,0.0
7413,2000 04 18 12,0.0
7414,2000 04 19 12,0.0
7415,2000 04 20 12,0.0
7416,2000 04 21 12,0.0
7417,2000 04 22 12,0.0
7418,2000 04 23 12,0.0
7419,2000 04 24 12,19.77
7420,2000 04 25 12,0.0
7421,2000 04 26 12,0.0
7422,2000 04 27 12,0.0
7423,2000 04 28 12,0.0
7424,2000 04 29 12,0.0
7425,2000 04 30 12,0.0
7426,2000 05 01 12,0.0
7427,2000 05 02 12,0.0
7428,2000 05 03 12,0.0
7429,2000 05 04 12,0.37
7430,2000 05 05 12,0.0
7431,2000 05 06 12,0.0
7432,2000 05 07 12,0.0
7433,2000 05 08 12,0.0
7434,2000 05 09 12,0.0
7435,2000 05 10 12,0.0
7436,2000 05 11 12,0.0
7437,2000 05 12 12,0.0
7438,2000 05 13 12,0.0
7439,2000 05 14 12,0.0
7440,2000 05 15 12,0.0
7441,2000 05 16 12,0.0
7442,2000 05 17 12,0.0
7443,2000 05 18 12,0.0
7444,2000 05 19 12,0.0
7445,2000 05 20 12,0.0
7446,2000 05 21 12,4.15
7447,2000 05 22 12,0.0
7448,2000 05 23 12,0.0
7449,2000 05 24 12,0.0
7450,2000 05 25 12,0.0
7451,2000 05 26 12,0.0
7452,2000 05 27 12,0.0
7453,2000 05 28 12,0.0
7454,2000 05 29 12,0.0
7455,2000 05 30 12,0.0
7456,2000 05 31 12,0.0
7457,2000 06 01 12,0.0
7458,2000 06 02 12,0.0
7459,2000 06 03 12,0.0
7460,2000 06 04 12,0.0
7461,2000 06 05 12,24.75
7462,2000 06 06 12,18.25
7463,2000 06 07 12,0.0
7464,2000 06 08 12,0.0
7465,2000 06 09 12,0.0
7466,2000 06 10 12,0.0
7467,2000 06 11 12,0.0
7468,2000 06 12 12,0.0
7469,2000 06 13 12,0.0
7470,2000 06 14 12,0.0
7471,2000 06 15 12,0.0
7472,2000 06 16 12,4.95
7473,2000 06 17 12,6.51
7474,2000 06 18 12,19.15
7475,2000 06 19 12,4.52
7476,2000 06 20 12,0.0
7477,2000 06 21 12,0.0
7478,2000 06 22 12,7.41
7479,2000 06 23 12,1.59
7480,2000 06 24 12,0.0
7481,2000 06 25 12,0.0
7482,2000 06 26 12,29.4
7483,2000 06 27 12,11.78
7484,2000 06 28 12,0.0
7485,2000 06 29 12,10.13
7486,2000 06 30 12,6.09
7487,2000 07 01 12,12.93
7488,2000 07 02 12,1.18
7489,2000 07 03 12,0.0
7490,2000 07 04 12,0.0
7491,2000 07 05 12,0.0
7492,2000 07 06 12,0.0
7493,2000 07 07 12,0.0
7494,2000 07 08 12,0.0
7495,2000 07 09 12,0.0
7496,2000 07 10 12,0.0
7497,2000 07 11 12,0.0
7498,2000 07 12 12,0.0
7499,2000 07 13 12,0.0
7500,2000 07 14 12,0.0
7501,2000 07 15 12,3.42
7502,2000 07 16 12,0.0
7503,2000 07 17 12,0.0
7504,2000 07 18 12,0.0
7505,2000 07 19 12,0.0
7506,2000 07 20 12,0.0
7507,2000 07 21 12,0.91
7508,2000 07 22 12,17.84
7509,2000 07 23 12,9.15
7510,2000 07 24 12,0.0
7511,2000 07 25 12,0.0
7512,2000 07 26 12,0.0
7513,2000 07 27 12,0.0
7514,2000 07 28 12,0.0
7515,2000 07 29 12,0.0
7516,2000 07 30 12,0.0
7517,2000 07 31 12,4.57
7518,2000 08 01 12,9.67
7519,2000 08 02 12,0.0
7520,2000 08 03 12,1.81
7521,2000 08 04 12,0.0
7522,2000 08 05 12,0.0
7523,2000 08 06 12,0.0
7524,2000 08 07 12,0.0
7525,2000 08 08 12,13.9
7526,2000 08 09 12,0.0
7527,2000 08 10 12,0.0
7528,2000 08 11 12,34.49
7529,2000 08 12 12,0.0
7530,2000 08 13 12,0.0
7531,2000 08 14 12,0.0
7532,2000 08 15 12,0.0
7533,2000 08 16 12,0.0
7534,2000 08 17 12,0.0
7535,2000 08 18 12,0.0
7536,2000 08 19 12,0.0
7537,2000 08 20 12,0.0
7538,2000 08 21 12,6.68
7539,2000 08 22 12,0.0
7540,2000 08 23 12,9.48
7541,2000 08 24 12,0.0
7542,2000 08 25 12,0.0
7543,2000 08 26 12,0.4
7544,2000 08 27 12,6.85
7545,2000 08 28 12,0.0
7546,2000 08 29 12,0.0
7547,2000 08 30 12,0.0
7548,2000 08 31 12,10.51
7549,2000 09 01 12,6.91
7550,2000 09 02 12,0.0
7551,2000 09 03 12,0.0
7552,2000 09 04 12,0.0
7553,2000 09 05 12,0.0
7554,2000 09 06 12,0.0
7555,2000 09 07 12,0.0
7556,2000 09 08 12,16.89
7557,2000 09 09 12,9.61
7558,2000 09 10 12,10.45
7559,2000 09 11 12,2.83
7560,2000 09 12 12,0.0
7561,2000 09 13 12,26.07
7562,2000 09 14 12,22.76
7563,2000 09 15 12,0.0
7564,2000 09 16 12,0.0
7565,2000 09 17 12,0.0
7566,2000 09 18 12,0.0
7567,2000 09 19 12,0.0
7568,2000 09 20 12,0.0
7569,2000 09 21 12,0.0
7570,2000 09 22 12,13.36
7571,2000 09 23 12,8.88
7572,2000 09 24 12,0.0
7573,2000 09 25 12,0.0
7574,2000 09 26 12,0.0
7575,2000 09 27 12,0.0
7576,2000 09 28 12,0.0
7577,2000 09 29 12,0.0
7578,2000 09 30 12,0.0
7579,2000 10 01 12,0.0
7580,2000 10 02 12,0.0
7581,2000 10 03 12,0.0
7582,2000 10 04 12,0.0
7583,2000 10 05 12,0.0
7584,2000 10 06 12,13.8
7585,2000 10 07 12,13.61
7586,2000 10 08 12,0.0
7587,2000 10 09 12,0.0
7588,2000 10 10 12,0.0
7589,2000 10 11 12,0.0
7590,2000 10 12 12,0.0
7591,2000 10 13 12,0.0
7592,2000 10 14 12,0.0
7593,2000 10 15 12,0.0
7594,2000 10 16 12,0.0
7595,2000 10 17 12,0.0
7596,2000 10 18 12,0.0
7597,2000 10 19 12,0.0
7598,2000 10 20 12,0.0
7599,2000 10 21 12,0.0
7600,2000 10 22 12,0.0
7601,2000 10 23 12,0.0
7602,2000 10 24 12,0.0
7603,2000 10 25 12,0.0
7604,2000 10 26 12,0.0
7605,2000 10 27 12,0.0
7606,2000 10 28 12,0.0
7607,2000 10 29 12,0.0
7608,2000 10 30 12,0.0
7609,2000 10 31 12,0.0
7610,2000 11 01 12,0.0
7611,2000 11 02 12,0.0
7612,2000 11 03 12,0.05
7613,2000 11 04 12,0.0
7614,2000 11 05 12,9.5
7615,2000 11 06 12,25.5
7616,2000 11 07 12,26.68
7617,2000 11 08 12,13.38
7618,2000 11 09 12,40.49
7619,2000 11 10 12,0.0
7620,2000 11 11 12,0.0
7621,2000 11 12 12,0.0
7622,2000 11 13 12,11.98
7623,2000 11 14 12,0.34
7624,2000 11 15 12,0.0
7625,2000 11 16 12,19.65
7626,2000 11 17 12,35.6
7627,2000 11 18 12,60.34
7628,2000 11 19 12,75.73
7629,2000 11 20 12,0.0
7630,2000 11 21 12,0.0
7631,2000 11 22 12,0.0
7632,2000 11 23 12,0.0
7633,2000 11 24 12,21.81
7634,2000 11 25 12,12.95
7635,2000 11 26 12,0.0
7636,2000 11 27 12,0.0
7637,2000 11 28 12,0.0
7638,2000 11 29 12,0.0
7639,2000 11 30 12,1.01
7640,2000 12 01 12,0.0
7641,2000 12 02 12,1.53
7642,2000 12 03 12,0.0
7643,2000 12 04 12,0.0
7644,2000 12 05 12,0.0
7645,2000 12 06 12,1.47
7646,2000 12 07 12,4.07
7647,2000 12 08 12,0.0
7648,2000 12 09 12,0.0
7649,2000 12 10 12,0.0
7650,2000 12 11 12,0.0
7651,2000 12 12 12,0.0
7652,2000 12 13 12,0.0
7653,2000 12 14 12,25.51
7654,2000 12 15 12,0.0
7655,2000 12 16 12,5.29
7656,2000 12 17 12,0.0
7657,2000 12 18 12,0.0
7658,2000 12 19 12,6.5
7659,2000 12 20 12,0.0
7660,2000 12 21 12,15.89
7661,2000 12 22 12,1.86
7662,2000 12 23 12,0.0
7663,2000 12 24 12,0.0
7664,2000 12 25 12,0.0
7665,2000 12 26 12,0.0
7666,2000 12 27 12,10.89
7667,2000 12 28 12,25.91
7668,2000 12 29 12,0.0
7669,2000 12 30 12,0.0
7670,2000 12 31 12,0.0
7671,2001 01 01 12,0.0
7672,2001 01 02 12,0.0
7673,2001 01 03 12,0.0
7674,2001 01 04 12,0.0
7675,2001 01 05 12,0.0
7676,2001 01 06 12,0.0
7677,2001 01 07 12,0.0
7678,2001 01 08 12,11.8
7679,2001 01 09 12,0.0
7680,2001 01 10 12,0.0
7681,2001 01 11 12,9.25
7682,2001 01 12 12,0.0
7683,2001 01 13 12,0.0
7684,2001 01 14 12,3.82
7685,2001 01 15 12,11.29
7686,2001 01 16 12,20.9
7687,2001 01 17 12,25.33
7688,2001 01 18 12,0.0
7689,2001 01 19 12,23.2
7690,2001 01 20 12,0.52
7691,2001 01 21 12,0.0
7692,2001 01 22 12,0.0
7693,2001 01 23 12,0.0
7694,2001 01 24 12,0.0
7695,2001 01 25 12,0.0
7696,2001 01 26 12,0.0
7697,2001 01 27 12,3.28
7698,2001 01 28 12,0.0
7699,2001 01 29 12,5.02
7700,2001 01 30 12,19.17
7701,2001 01 31 12,0.0
7702,2001 02 01 12,0.0
7703,2001 02 02 12,0.0
7704,2001 02 03 12,0.0
7705,2001 02 04 12,0.0
7706,2001 02 05 12,0.0
7707,2001 02 06 12,0.0
7708,2001 02 07 12,0.0
7709,2001 02 08 12,0.0
7710,2001 02 09 12,0.0
7711,2001 02 10 12,32.02
7712,2001 02 11 12,0.0
7713,2001 02 12 12,0.0
7714,2001 02 13 12,2.26
7715,2001 02 14 12,3.58
7716,2001 02 15 12,0.0
7717,2001 02 16 12,1.63
7718,2001 02 17 12,10.18
7719,2001 02 18 12,0.0
7720,2001 02 19 12,0.0
7721,2001 02 20 12,0.0
7722,2001 02 21 12,0.0
7723,2001 02 22 12,0.0
7724,2001 02 23 12,0.0
7725,2001 02 24 12,0.52
7726,2001 02 25 12,1.85
7727,2001 02 26 12,0.0
7728,2001 02 27 12,19.81
7729,2001 02 28 12,22.07
7730,2001 03 01 12,7.33
7731,2001 03 02 12,10.26
7732,2001 03 03 12,58.64
7733,2001 03 04 12,32.66
7734,2001 03 05 12,0.0
7735,2001 03 06 12,0.0
7736,2001 03 07 12,0.0
7737,2001 03 08 12,0.0
7738,2001 03 09 12,16.2
7739,2001 03 10 12,0.0
7740,2001 03 11 12,0.0
7741,2001 03 12 12,34.9
7742,2001 03 13 12,7.48
7743,2001 03 14 12,0.0
7744,2001 03 15 12,35.61
7745,2001 03 16 12,0.0
7746,2001 03 17 12,0.0
7747,2001 03 18 12,1.17
7748,2001 03 19 12,0.0
7749,2001 03 20 12,0.0
7750,2001 03 21 12,0.0
7751,2001 03 22 12,0.0
7752,2001 03 23 12,0.0
7753,2001 03 24 12,0.0
7754,2001 03 25 12,7.77
7755,2001 03 26 12,0.0
7756,2001 03 27 12,0.0
7757,2001 03 28 12,38.43
7758,2001 03 29 12,20.79
7759,2001 03 30 12,18.23
7760,2001 03 31 12,0.42
7761,2001 04 01 12,0.0
7762,2001 04 02 12,0.0
7763,2001 04 03 12,0.0
7764,2001 04 04 12,0.0
7765,2001 04 05 12,0.0
7766,2001 04 06 12,0.0
7767,2001 04 07 12,0.0
7768,2001 04 08 12,0.0
7769,2001 04 09 12,0.0
7770,2001 04 10 12,0.0
7771,2001 04 11 12,0.0
7772,2001 04 12 12,0.0
7773,2001 04 13 12,0.0
7774,2001 04 14 12,0.0
7775,2001 04 15 12,0.0
7776,2001 04 16 12,13.73
7777,2001 04 17 12,0.0
7778,2001 04 18 12,0.0
7779,2001 04 19 12,0.0
7780,2001 04 20 12,0.0
7781,2001 04 21 12,0.0
7782,2001 04 22 12,0.0
7783,2001 04 23 12,0.0
7784,2001 04 24 12,12.81
7785,2001 04 25 12,1.61
7786,2001 04 26 12,0.0
7787,2001 04 27 12,0.0
7788,2001 04 28 12,0.0
7789,2001 04 29 12,0.0
7790,2001 04 30 12,0.0
7791,2001 05 01 12,0.0
7792,2001 05 02 12,0.0
7793,2001 05 03 12,0.0
7794,2001 05 04 12,0.0
7795,2001 05 05 12,0.0
7796,2001 05 06 12,0.0
7797,2001 05 07 12,0.0
7798,2001 05 08 12,0.0
7799,2001 05 09 12,12.01
7800,2001 05 10 12,0.0
7801,2001 05 11 12,0.0
7802,2001 05 12 12,0.0
7803,2001 05 13 12,0.0
7804,2001 05 14 12,0.0
7805,2001 05 15 12,0.0
7806,2001 05 16 12,0.0
7807,2001 05 17 12,0.0
7808,2001 05 18 12,0.0
7809,2001 05 19 12,0.0
7810,2001 05 20 12,0.0
7811,2001 05 21 12,0.0
7812,2001 05 22 12,3.14
7813,2001 05 23 12,0.0
7814,2001 05 24 12,0.0
7815,2001 05 25 12,0.0
7816,2001 05 26 12,0.0
7817,2001 05 27 12,25.69
7818,2001 05 28 12,0.0
7819,2001 05 29 12,0.0
7820,2001 05 30 12,0.0
7821,2001 05 31 12,7.38
7822,2001 06 01 12,12.33
7823,2001 06 02 12,0.0
7824,2001 06 03 12,0.0
7825,2001 06 04 12,0.0
7826,2001 06 05 12,26.9
7827,2001 06 06 12,78.11
7828,2001 06 07 12,94.67
7829,2001 06 08 12,52.14
7830,2001 06 09 12,39.26
7831,2001 06 10 12,10.59
7832,2001 06 11 12,58.22
7833,2001 06 12 12,0.0
7834,2001 06 13 12,0.0
7835,2001 06 14 12,0.0
7836,2001 06 15 12,0.0
7837,2001 06 16 12,0.0
7838,2001 06 17 12,0.0
7839,2001 06 18 12,0.0
7840,2001 06 19 12,4.71
7841,2001 06 20 12,0.0
7842,2001 06 21 12,0.0
7843,2001 06 22 12,0.0
7844,2001 06 23 12,0.0
7845,2001 06 24 12,0.0
7846,2001 06 25 12,0.0
7847,2001 06 26 12,0.0
7848,2001 06 27 12,0.0
7849,2001 06 28 12,0.0
7850,2001 06 29 12,0.0
7851,2001 06 30 12,13.34
7852,2001 07 01 12,16.93
7853,2001 07 02 12,3.4
7854,2001 07 03 12,6.2
7855,2001 07 04 12,1.72
7856,2001 07 05 12,14.79
7857,2001 07 06 12,17.82
7858,2001 07 07 12,0.28
7859,2001 07 08 12,0.0
7860,2001 07 09 12,0.0
7861,2001 07 10 12,0.0
7862,2001 07 11 12,0.0
7863,2001 07 12 12,32.24
7864,2001 07 13 12,33.86
7865,2001 07 14 12,27.85
7866,2001 07 15 12,0.0
7867,2001 07 16 12,0.0
7868,2001 07 17 12,0.0
7869,2001 07 18 12,0.0
7870,2001 07 19 12,0.0
7871,2001 07 20 12,0.0
7872,2001 07 21 12,0.0
7873,2001 07 22 12,22.13
7874,2001 07 23 12,13.43
7875,2001 07 24 12,0.0
7876,2001 07 25 12,0.0
7877,2001 07 26 12,22.15
7878,2001 07 27 12,11.75
7879,2001 07 28 12,0.0
7880,2001 07 29 12,7.64
7881,2001 07 30 12,0.0
7882,2001 07 31 12,19.54
7883,2001 08 01 12,38.19
7884,2001 08 02 12,0.0
7885,2001 08 03 12,11.54
7886,2001 08 04 12,0.0
7887,2001 08 05 12,0.99
7888,2001 08 06 12,9.14
7889,2001 08 07 12,7.03
7890,2001 08 08 12,7.27
7891,2001 08 09 12,6.61
7892,2001 08 10 12,0.0
7893,2001 08 11 12,11.57
7894,2001 08 12 12,42.52
7895,2001 08 13 12,9.33
7896,2001 08 14 12,28.47
7897,2001 08 15 12,2.35
7898,2001 08 16 12,0.16
7899,2001 08 17 12,0.0
7900,2001 08 18 12,0.39
7901,2001 08 19 12,0.0
7902,2001 08 20 12,1.0
7903,2001 08 21 12,0.0
7904,2001 08 22 12,0.0
7905,2001 08 23 12,0.0
7906,2001 08 24 12,0.0
7907,2001 08 25 12,0.0
7908,2001 08 26 12,0.0
7909,2001 08 27 12,0.75
7910,2001 08 28 12,34.66
7911,2001 08 29 12,18.99
7912,2001 08 30 12,2.52
7913,2001 08 31 12,11.29
7914,2001 09 01 12,11.74
7915,2001 09 02 12,30.19
7916,2001 09 03 12,26.06
7917,2001 09 04 12,6.89
7918,2001 09 05 12,14.55
7919,2001 09 06 12,0.0
7920,2001 09 07 12,2.34
7921,2001 09 08 12,5.98
7922,2001 09 09 12,24.28
7923,2001 09 10 12,17.53
7924,2001 09 11 12,0.0
7925,2001 09 12 12,0.0
7926,2001 09 13 12,0.0
7927,2001 09 14 12,0.0
7928,2001 09 15 12,0.0
7929,2001 09 16 12,0.0
7930,2001 09 17 12,0.0
7931,2001 09 18 12,0.0
7932,2001 09 19 12,4.96
7933,2001 09 20 12,5.72
7934,2001 09 21 12,0.0
7935,2001 09 22 12,0.0
7936,2001 09 23 12,0.0
7937,2001 09 24 12,0.0
7938,2001 09 25 12,0.0
7939,2001 09 26 12,0.0
7940,2001 09 27 12,0.0
7941,2001 09 28 12,0.0
7942,2001 09 29 12,0.0
7943,2001 09 30 12,0.0
7944,2001 10 01 12,0.0
7945,2001 10 02 12,0.0
7946,2001 10 03 12,0.0
7947,2001 10 04 12,0.0
7948,2001 10 05 12,0.0
7949,2001 10 06 12,26.5
7950,2001 10 07 12,0.0
7951,2001 10 08 12,0.0
7952,2001 10 09 12,0.0
7953,2001 10 10 12,0.0
7954,2001 10 11 12,14.83
7955,2001 10 12 12,48.38
7956,2001 10 13 12,31.26
7957,2001 10 14 12,46.69
7958,2001 10 15 12,0.0
7959,2001 10 16 12,0.0
7960,2001 10 17 12,0.0
7961,2001 10 18 12,0.0
7962,2001 10 19 12,0.0
7963,2001 10 20 12,0.0
7964,2001 10 21 12,0.0
7965,2001 10 22 12,0.0
7966,2001 10 23 12,0.0
7967,2001 10 24 12,0.0
7968,2001 10 25 12,0.0
7969,2001 10 26 12,0.0
7970,2001 10 27 12,0.0
7971,2001 10 28 12,0.0
7972,2001 10 29 12,0.0
7973,2001 10 30 12,0.0
7974,2001 10 31 12,0.0
7975,2001 11 01 12,0.0
7976,2001 11 02 12,0.0
7977,2001 11 03 12,0.0
7978,2001 11 04 12,0.0
7979,2001 11 05 12,0.0
7980,2001 11 06 12,0.0
7981,2001 11 07 12,0.0
7982,2001 11 08 12,0.0
7983,2001 11 09 12,0.0
7984,2001 11 10 12,0.0
7985,2001 11 11 12,0.0
7986,2001 11 12 12,0.0
7987,2001 11 13 12,0.0
7988,2001 11 14 12,0.0
7989,2001 11 15 12,0.0
7990,2001 11 16 12,0.0
7991,2001 11 17 12,0.0
7992,2001 11 18 12,0.0
7993,2001 11 19 12,0.0
7994,2001 11 20 12,2.1
7995,2001 11 21 12,0.0
7996,2001 11 22 12,0.0
7997,2001 11 23 12,18.47
7998,2001 11 24 12,8.6
7999,2001 11 25 12,4.21
8000,2001 11 26 12,0.0
8001,2001 11 27 12,0.0
8002,2001 11 28 12,8.44
8003,2001 11 29 12,17.33
8004,2001 11 30 12,9.06
8005,2001 12 01 12,0.0
8006,2001 12 02 12,0.0
8007,2001 12 03 12,0.0
8008,2001 12 04 12,0.0
8009,2001 12 05 12,0.0
8010,2001 12 06 12,0.0
8011,2001 12 07 12,0.0
8012,2001 12 08 12,0.0
8013,2001 12 09 12,0.0
8014,2001 12 10 12,0.0
8015,2001 12 11 12,0.0
8016,2001 12 12 12,0.0
